Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","005","South America","661","Food supply (kcal)","S2901","Grand Total","2017","2017","Kcal","466608470.48","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2017","2017","g/cap/d","93.34","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","671","Protein supply quantity (t)","S2901","Grand Total","2017","2017","t","14332642.63","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3064","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","661","Food supply (kcal)","S2901","Grand Total","2018","2018","Kcal","474776316.75","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2018","2018","g/cap/d","95.05","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","671","Protein supply quantity (t)","S2901","Grand Total","2018","2018","t","14726247.58","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3076","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","661","Food supply (kcal)","S2901","Grand Total","2019","2019","Kcal","480574281.86","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2019","2019","g/cap/d","94.24","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","671","Protein supply quantity (t)","S2901","Grand Total","2019","2019","t","14722951.23","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3079","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","661","Food supply (kcal)","S2901","Grand Total","2020","2020","Kcal","484598948.64","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2020","2020","g/cap/d","94.79","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","671","Protein supply quantity (t)","S2901","Grand Total","2020","2020","t","14920777.33","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3107","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","661","Food supply (kcal)","S2901","Grand Total","2021","2021","Kcal","492188707.64","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2021","2021","g/cap/d","94.82","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","671","Protein supply quantity (t)","S2901","Grand Total","2021","2021","t","15018208.87","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","664","Food supply (kcal/capita/day)","S2901","Grand Total","2022","2022","kcal/cap/d","3111","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","661","Food supply (kcal)","S2901","Grand Total","2022","2022","Kcal","495699682.69","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2022","2022","g/cap/d","95.02","E","Estimated value",""
"FBS","Food Balances (2010-)","005","South America","671","Protein supply quantity (t)","S2901","Grand Total","2022","2022","t","15138599.7","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2010","2010","kcal/cap/d","2703","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2010","2010","Kcal","4151574944.3","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2010","2010","g/cap/d","81.5","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2010","2010","t","125165612.71","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2011","2011","kcal/cap/d","2733","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2011","2011","Kcal","4244742819.85","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2011","2011","g/cap/d","82.21","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2011","2011","t","127702097.64","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2012","2012","kcal/cap/d","2746","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2012","2012","Kcal","4313390852.74","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2012","2012","g/cap/d","82.59","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2012","2012","t","129736862.04","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2013","2013","kcal/cap/d","2757","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2013","2013","Kcal","4379125684.4","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2013","2013","g/cap/d","83.4","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2013","2013","t","132458847.19","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2014","2014","kcal/cap/d","2809","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2014","2014","Kcal","4508834257.1","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2014","2014","g/cap/d","84.83","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2014","2014","t","136178981.99","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2015","2015","kcal/cap/d","2813","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2015","2015","Kcal","4561739321.84","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2015","2015","g/cap/d","85.46","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2015","2015","t","138600370.93","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2830","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2016","2016","Kcal","4635126543.66","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2016","2016","g/cap/d","86.8","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2016","2016","t","142184412.48","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2863","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2017","2017","Kcal","4735807804.8","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2017","2017","g/cap/d","88.17","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2017","2017","t","145835044.72","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2873","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2018","2018","Kcal","4796125678.74","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2018","2018","g/cap/d","88.31","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2018","2018","t","147401067.17","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2886","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2019","2019","Kcal","4862510933.5","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2019","2019","g/cap/d","89.3","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2019","2019","t","150473510.68","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2901","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2020","2020","Kcal","4925331900.6","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2020","2020","g/cap/d","90.68","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2020","2020","t","153975098.82","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2926","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2021","2021","Kcal","4999812246.34","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2021","2021","g/cap/d","92.22","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2021","2021","t","157600510.28","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2022","2022","kcal/cap/d","2944","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","661","Food supply (kcal)","S2901","Grand Total","2022","2022","Kcal","5060743891.58","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2022","2022","g/cap/d","93.12","E","Estimated value",""
"FBS","Food Balances (2010-)","142","Asia","671","Protein supply quantity (t)","S2901","Grand Total","2022","2022","t","160082437.07","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2010","2010","kcal/cap/d","3371","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2010","2010","Kcal","902629140.81","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2010","2010","g/cap/d","108.57","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2010","2010","t","29066685.37","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2011","2011","kcal/cap/d","3390","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2011","2011","Kcal","909151429.2","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2011","2011","g/cap/d","108.45","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2011","2011","t","29086548.58","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2012","2012","kcal/cap/d","3378","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2012","2012","Kcal","907632913.17","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2012","2012","g/cap/d","108.38","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2012","2012","t","29119445.91","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2013","2013","kcal/cap/d","3379","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2013","2013","Kcal","909336178.7","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2013","2013","g/cap/d","108.28","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2013","2013","t","29136860.27","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2014","2014","kcal/cap/d","3371","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2014","2014","Kcal","908444330.29","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2014","2014","g/cap/d","107.83","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2014","2014","t","29056151.22","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2015","2015","kcal/cap/d","3365","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2015","2015","Kcal","907966700.48","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2015","2015","g/cap/d","108.4","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2015","2015","t","29251833.42","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","3381","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2016","2016","Kcal","913781688.37","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2016","2016","g/cap/d","108.84","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2016","2016","t","29419677.92","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3396","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2017","2017","Kcal","919388183.84","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2017","2017","g/cap/d","109.34","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2017","2017","t","29600380.4","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3404","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2018","2018","Kcal","922783828.61","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2018","2018","g/cap/d","110.32","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2018","2018","t","29903787.9","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3430","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2019","2019","Kcal","930694918.54","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2019","2019","g/cap/d","110.97","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2019","2019","t","30112671.35","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3444","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2020","2020","Kcal","934676124.84","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2020","2020","g/cap/d","111.46","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2020","2020","t","30249378.8","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3456","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2021","2021","Kcal","936619123.83","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2021","2021","g/cap/d","112.01","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2021","2021","t","30356527.57","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","664","Food supply (kcal/capita/day)","S2901","Grand Total","2022","2022","kcal/cap/d","3471","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","661","Food supply (kcal)","S2901","Grand Total","2022","2022","Kcal","938727321.1","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2022","2022","g/cap/d","112.28","E","Estimated value",""
"FBS","Food Balances (2010-)","150","Europe","671","Protein supply quantity (t)","S2901","Grand Total","2022","2022","t","30363101.33","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2010","2010","kcal/cap/d","3137","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2010","2010","Kcal","41779382.8","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2010","2010","g/cap/d","104.89","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2010","2010","t","1396940.67","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2011","2011","kcal/cap/d","3143","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2011","2011","Kcal","42583774.76","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2011","2011","g/cap/d","105.49","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2011","2011","t","1429051.03","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2012","2012","kcal/cap/d","3172","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2012","2012","Kcal","43731936.34","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2012","2012","g/cap/d","104.5","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2012","2012","t","1440669.79","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2013","2013","kcal/cap/d","3171","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2013","2013","Kcal","44495522.08","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2013","2013","g/cap/d","104.15","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2013","2013","t","1461534.11","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2014","2014","kcal/cap/d","3162","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2014","2014","Kcal","45141928.18","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2014","2014","g/cap/d","103.66","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2014","2014","t","1480142.54","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2015","2015","kcal/cap/d","3138","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2015","2015","Kcal","45583077.47","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2015","2015","g/cap/d","103.42","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2015","2015","t","1502101.28","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","3147","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2016","2016","Kcal","46510784.86","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2016","2016","g/cap/d","104.49","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2016","2016","t","1544401.66","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3120","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2017","2017","Kcal","46938980.38","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2017","2017","g/cap/d","102.04","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2017","2017","t","1534948.29","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3105","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2018","2018","Kcal","47533944.25","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2018","2018","g/cap/d","103.13","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2018","2018","t","1578661.17","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3116","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2019","2019","Kcal","48888572.84","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2019","2019","g/cap/d","104.38","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2019","2019","t","1637507.58","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3110","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2020","2020","Kcal","49537269.74","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2020","2020","g/cap/d","104.6","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2020","2020","t","1665938.42","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3098","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2021","2021","Kcal","49980234.01","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2021","2021","g/cap/d","100.63","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2021","2021","t","1623306.49","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","664","Food supply (kcal/capita/day)","S2901","Grand Total","2022","2022","kcal/cap/d","3101","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","661","Food supply (kcal)","S2901","Grand Total","2022","2022","Kcal","50642943.78","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","674","Protein supply quantity (g/capita/day)","S2901","Grand Total","2022","2022","g/cap/d","100.73","E","Estimated value",""
"FBS","Food Balances (2010-)","009","Oceania","671","Protein supply quantity (t)","S2901","Grand Total","2022","2022","t","1644985.44","E","Estimated value",""
