Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","202233.369","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","206895.466","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","68892.263","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","343433.058","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","413134.396","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","204171.905","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","208962.492","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","68667.877","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","347768.234","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","417101.738","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","206087.901","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","211013.838","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","68426.267","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","352031.777","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","420982.586","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","207962.13","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","213020.461","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","68168.762","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","356224.855","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","424740.675","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","209779.535","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","214961.14","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","67887.786","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","360352.729","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","428318.159","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","211501.037","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","216817.124","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","67584.109","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","364414.366","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","431530.043","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","213014.694","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","218515.352","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","67258.166","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","368408.682","X","Figure from international organizations",""
"OA","Annual population","005","South America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","434254.12","X","Figure from international organizations",""
"OA","Annual population","005","South America","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","214267.206","X","Figure from international organizations",""
"OA","Annual population","005","South America","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","219986.917","X","Figure from international organizations",""
"OA","Annual population","005","South America","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","66909.984","X","Figure from international organizations",""
"OA","Annual population","005","South America","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","372332.403","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","4221171.013","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","2153888.755","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","2067282.252","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","2317409.973","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","1877015.239","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","4269623.981","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","2178413.68","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","2091210.298","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","2314890.048","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","1925390.928","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","4318321.902","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","2203086.13","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","2115235.771","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","2312473.424","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","1973541.307","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","4366453.71","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","2227449.598","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","2139004.106","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","2309339.171","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","2022052.034","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","4413673.35","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","2251334.485","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","2162338.86","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","2305288.389","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","2070811.266","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","4459437.462","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","2274426.989","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","2185010.466","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","2300024.203","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","2119873.398","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","4504153.487","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","2296827.143","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","2207326.354","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","2293796.971","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","2168879.76","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","4548303.45","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","2318756.908","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","2229546.541","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","2286704.694","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","2217723.679","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","4590021.498","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","2339332.417","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","2250689.088","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","2279002.514","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","2266130.58","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","4628967.397","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","2358387.888","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","2270579.509","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","2270755.523","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","2314051.549","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","4664324.072","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","2375345.666","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","2288978.413","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","2261989.775","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","2361464.416","X","Figure from international organizations",""
"OA","Annual population","142","Asia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","4694576.163","X","Figure from international organizations",""
"OA","Annual population","142","Asia","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","2389588.996","X","Figure from international organizations",""
"OA","Annual population","142","Asia","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","2304987.17","X","Figure from international organizations",""
"OA","Annual population","142","Asia","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","2252719.984","X","Figure from international organizations",""
"OA","Annual population","142","Asia","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","2408318.385","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","736276.813","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","354080.235","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","382196.58","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","199490.93","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","537672.65","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","737589.669","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","354828.914","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","382760.755","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","198365.242","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","539812.562","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","738907.598","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","355608.473","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","383299.113","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","197240.71","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","541735.832","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","740013.807","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","356292.334","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","383721.477","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","196057.9","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","543563.282","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","741014.145","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","356917.43","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","384096.721","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","194873.493","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","545337.237","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","742107.45","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","357600.524","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","384506.917","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","193666.746","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","547147.213","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","743318.586","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","358341.186","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","384977.4","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","192416.993","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","549030.165","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","744449.362","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","359031.175","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","385418.186","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","191114.577","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","550959.276","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","745359.133","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","359605.234","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","385753.901","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","189736.785","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","552911.225","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","746189.647","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","360107.978","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","386081.661","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","188270.268","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","554832.332","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","746225.359","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","360173.037","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","386052.319","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","186706.006","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","556684.039","X","Figure from international organizations",""
"OA","Annual population","150","Europe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","745173.77","X","Figure from international organizations",""
"OA","Annual population","150","Europe","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","359679.497","X","Figure from international organizations",""
"OA","Annual population","150","Europe","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","385494.281","X","Figure from international organizations",""
"OA","Annual population","150","Europe","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","185042.265","X","Figure from international organizations",""
"OA","Annual population","150","Europe","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","558453.858","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","37102.764","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","18638.906","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","18463.859","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","11694.723","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","24940.843","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","37730.133","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","18950.82","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","18779.31","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","11882.268","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","25355.609","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","38383.409","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","19275.003","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","19108.406","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","12065.277","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","25759.169","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","39057.445","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","19607.51","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","19449.937","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","12246.5","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","26152.898","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","39728.972","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","19935.663","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","19793.312","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","12426.231","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","26544.158","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","40403.283","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","20263.455","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","20139.831","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","12605.39","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","26937.59","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","41100.875","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","20603.64","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","20497.236","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","12783.918","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","27333.514","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","41816.928","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","20956.485","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","20860.438","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","12959.749","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","27731.037","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","42539.678","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","21317.594","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","21222.084","X","Figure from international organizations",""
